food_item_id,food_item_name,water_g,energy_kcal,protein_g,lipid_g,carbs_g,fiber_td_g,sugar_g,calcium_mg,iron_mg,cholestrl_mg,gmwt_1,gmwt_desc1,gmwt_2,gmwt_desc2,is_active
6168,"CANDIES,TRUFFLES,PREPARED-FROM-RECIPE",13.47,510,6.21,33.76,44.88,2.5,38.31,157,1.75,53,12,1 piece,612,"1 recipe,  yield, recipe makes 49     1 "" x 1""     pieces",1
6169,"BAK CHOC,MARS SNACKFOOD US,M&M'S SEMISWT CHOC MINI BAK BITS",1.27,517,4.44,26.15,65.96,6.7,53.07,34,2.91,3,14,"1 serving, 0.5 oz, about 1 tbsp",340,"1 package,  (net weight, 12 oz)",1
6170,"CANDIES,MARS SNACKFOOD US,M&M'S PNUT CHOC CANDIES",2.48,515,9.57,26.13,60.48,3.7,50.75,102,1.16,8,54,"1 serving, 1 singles bag",18,"1 package, fun size",1
6171,"CANDIES,MARS SNACKFOOD US,M&M'S MILK CHOC CANDIES",1.7,492,4.33,21.13,71.19,2.8,63.68,105,1.11,14,48,"1 package,  (1.69 oz)",42,"1 box,  (1.48 oz)",1
6172,"CANDIES,MOUNDS CANDY BAR",9.05,486,4.6,26.6,58.59,3.7,46.19,21,2.09,2,19,"1 bar, snack size",53,"1 package, 1.9 oz",1
6173,"CANDIES,MR. GOODBAR CHOC BAR",0.45,538,10.22,33.21,54.34,3.8,47.22,110,1.39,10,49,"1 bar,  (1.75 oz)",73,"1 bar,  (2.6 oz)",1
6174,"CANDIES,NESTLE,100 GRAND BAR",6.1,468,2.5,19.33,70.97,1,51.9,76,0.34,12,43,"1 bar,  (1.5 oz)",21,"1 bar,  miniature",1
6175,"CANDIES,NESTLE,CRUNCH BAR&DSSRT TOPPING",0.65,500,5,26,67,1.9,55,100,0.7,13,44,"1 bar, 1.55 oz",14.2,"1 bar, 0.5 oz",1
6176,"BAKING CHOC,MARS SNACKFOOD US,M&M'S MILK CHOC MINI BAK BITS",1.5,502,4.78,23.36,68.4,2.7,62.54,116,1.23,15,14,"1 serving, 0.5 oz, about 1 tbsp",,,1
6177,"CANDIES,PEANUT BAR",1.6,522,15.5,33.7,47.4,4.1,42.22,78,0.97,0,28.35,1 oz,40,"1 bar,  (1.4 oz)",1
6178,"CANDIES,PNUT BRITTLE,PREPARED-FROM-RECIPE",0.7,486,7.57,18.98,71.24,2.5,51.33,27,1.22,12,28.35,1 oz,,,1
6179,"CANDIES,NESTLE,RAISINETS CHOC COVERED RAISINS",6.4,422,4.4,17,71,2.2,59,85,1.2,11,45,"1 serving, 1.58 oz bag",48,"1 serving, fun size",1
6180,"CANDIES,REESE'S PNUT BUTTER CUPS",1.44,515,10.24,30.53,55.36,3.6,47.17,78,1.21,6,17,"1 package, 0.6 oz 1 cup",45,"1 package, 1.6 oz 2 cups",1
6181,"CANDIES,REESE'S PIECES CANDY",1,497,12.46,24.77,59.86,3,53.25,69,0.49,0,47,.25 cup,8,10 pieces,1
6182,"CANDIES,ROLO CARAMELS IN MILK CHOC",4.6,474,5.08,20.93,67.95,0.9,63.93,145,0.42,12,48,"1 package,  1 package",42,7 pieces,1
6183,"CANDIES,NESTLE,AFTER EIGHT MINTS",6.3,432,1.67,11.9,79.53,2.4,66.6,13,0.57,0,42,"1 serving, 5 mints",8.4,1 piece,1
6184,"CANDIES,SESAME CRUNCH",2.2,516,11.6,33.3,50.3,7.7,31.17,639,4.27,0,28.35,1 oz,1.8,1 piece,1
6185,"CANDIES,MARS SNACKFOOD US,SNICKERS BAR",5.55,491,7.53,23.85,61.51,2.3,50.47,93,0.72,13,57,"1 bar,  (2 oz)",15,"1 bar,  fun size",1
6186,"CANDIES,MARS SNACKFOOD US,STARBURST FRUIT CHEWS,ORIG FRUIT",8.51,408,0.41,8.21,82.57,0,58.12,0,0.01,0,40,"1 serving, fun size (8 chews)",59,"1 serving, 2.07 oz pack",1
6187,"CANDIES,MARS SNACKFOOD US,M&M'S MINIS MILK CHOC CANDIES",1.19,502,4.78,23.36,68.4,2.7,62.54,116,1.23,15,30,"1 serving, 1.0 oz tube",15,"1 serving, 0.50 oz box",1
6188,"CANDIES,MARS SNACKFOOD US,3 MUSKETEERS BAR",5.8,436,2.6,12.75,77.77,1.5,66.89,54,0.67,5,60,"1 serving, 2.13 oz bar",28,"1 serving, 2 fun size bars",1
6189,"CANDIES,MARS SNACKFOOD US,TWIX CARAMEL COOKIE BARS",4.23,502,4.91,24.85,64.8,1.1,48.25,106,0.81,7,57,"1 package,  (2 oz)",58,"1 package,  (2.06 oz, 2 bars)",1
6190,"CANDIES,MARS SNACKFOOD US,TWIX PNUT BUTTER COOKIE BARS",1.82,536,9.18,32.67,54.15,3.1,36.13,75,1.32,6,54,"1 package,  (1.89 oz, 2 bars)",58,"1 package,  (2.06 oz, 2 bars)",1
6191,"CANDIES,WHATCHAMACALLIT CANDY BAR",3.04,494,8.04,23.68,63.23,1.9,48.86,118,1.13,12,48,"1 bar, 1.7 oz",,,1
6192,CHEWING GUM,2.6,360,0,0.3,96.7,2.4,66.08,0,0,0,3,1 stick,16,10 Chiclets,1
6193,"CANDIES,SPL DK CHOC BAR",0.9,556,5.54,32.4,60.49,6.5,47.56,30,2.13,5,41,"1 bar, 1.45 oz",73,"1 bar, 2.6 oz",1
6194,"COCOA,DRY PDR,UNSWTND",3,228,19.6,13.7,57.9,37,1.75,128,13.86,0,86,1 cup,5.4,1 tbsp,1
6195,"COCOA,DRY PDR,UNSWTND,PROC W/ALKALI",2.7,220,18.1,13.1,58.3,29.8,1.76,111,15.52,0,86,1 cup,5.4,1 tbsp,1
6196,"DESSERTS,EGG CUSTARD,BKD,PREPARED-FROM-RECIPE",78.86,104,5.02,4.58,11,0,11,107,0.35,84,141,.5 cup,563,"1 recipe,  yield",1
6197,"EGG CUSTARDS,DRY MIX",1.7,410,6.9,6.4,82.8,0,,228,1.93,258,85,"1 package,  (3 oz)",21,"1 portion,  amount to make 1/2 cup",1
6198,"EGG CUSTARDS,DRY MIX,PREP W/ WHL MILK",73.45,122,3.99,4,17.6,0,4.82,139,0.34,51,141,.5 cup,,,1
6199,"COCOA,DRY PDR,UNSWTND,HERSHEY'S EUROPEAN STYLE COCOA",3,410,20,10,60,20,0,0,36,0,5,1 tbsp,,,1
6200,"GELATIN DSSRT,DRY MIX",1,381,7.8,0,90.5,0,86.04,3,0.13,0,85,"1 package,  (3 oz)",21,"1 portion,  amount to make 1/2 cup",1
6201,"GELATIN DSSRT,DRY MIX,PREP W/ H2O",84.39,62,1.22,0,14.19,0,13.49,3,0.02,0,135,.5 cup,21,1 serving,1
6202,"GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT",1.93,198,15.67,0,80.21,0.1,0,8,0.06,0,6.4,1 serving,,,1
6203,"GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT,PREP W/ H2O",94.74,20,0.83,0,4.22,0,0,3,0.01,0,117,.5 cup,469,"1 package,  yield (2 cups)",1
6204,"GELATINS,DRY PDR,UNSWTND",13,335,85.6,0.1,0,0,0,55,1.11,0,7,"1 envelope,  (1 tbsp)",28,"1 package,  (1 oz)",1
6205,"CANDIES,YORK BITES",9.09,394,1.78,7.32,81.64,2,75,10,0.94,1,39,15 pieces,,,1
6206,"DESSERTS,MOUSSE,CHOC,PREPARED-FROM-RECIPE",62.94,225,4.14,16,16.07,0.6,14.81,96,0.55,140,808,"1 recipe,  yield",202,.5 cup,1
6207,"PUDDINGS,CHOC,RTE",69.46,142,2.09,4.6,23.01,0,17.17,51,1.27,1,28.35,1 oz,108,"1 container,  refrigerated, 4 oz",1
6208,"PUDDINGS,CHOC,DRY MIX,INST",3.2,378,2.3,1.9,87.9,3.6,67.86,12,1.29,0,99,"1 package,  (3.5 oz)",25,"1 portion,  amount to make 1/2 cup",1
6209,"PUDDINGS,CHOC,DRY MIX,INST,PREP W/ WHL MILK",73.6,111,3.1,3.1,18.8,1,,102,0.29,11,147,.5 cup,587,"1 package,  yield (2 cups)",1
6210,"DESSERTS,APPL CRISP,PREPARED-FROM-RECIPE",62.91,161,1.75,3.43,30.84,1.4,19.68,35,0.82,0,141,.5 cup,844,"1 recipe,  yield",1
6211,"FLAN,CARAMEL CUSTARD,DRY MIX",7.8,348,0,0,91.6,0,,24,0.08,0,85,"1 package,  (3 oz)",21,"1 portion,  amount to make 1/2 cup",1
6212,"DESSERTS,PUDD,CHOC,DRY MIX,REG",4,362,2.6,2.1,89.3,4.5,42.88,53,1.82,0,99,"1 package,  (3.5 oz)",25,"1 portion,  amount to make 1/2 cup",1
6213,"PUDDINGS,CHOC,DRY MIX,INST,PREP W/ WHOLE MILK",73.13,120,3.16,3.15,19.64,0.8,11.96,106,0.34,9,142,.5 cup,570,"1 package,  yield (2 cups)",1
6214,"PUDDINGS,CHOC,DRY MIX,REG,PREP W/ 2% MILK",73.94,111,3.28,2.06,19.76,0.8,11.85,112,0.34,7,128,.5 cup,,,1
6215,"PUDDINGS,COCNT CRM,DRY MIX,INST,PREP W/ 2% MILK",74.4,107,2.9,2.3,19.2,0.1,,102,0.15,6,147,.5 cup,587,"1 package,  yield (2 cups)",1
6216,"Puddings, rice, ready-to-eat",75.15,108,3.23,2.15,18.39,0.3,11.59,95,0.11,12,113,"1 serving, 4 oz pudding cup",28.35,1 oz,1
6217,"PUDDINGS,RICE,DRY MIX",4.8,376,2.7,0.1,91.2,0.7,,14,1.79,0,106,1 package,27,"1 portion,  amount to make 1/2 cup",1
6218,"PUDDINGS,RICE,DRY MIX,PREP W/ WHL MILK",72.42,121,3.25,2.82,20.68,0.1,,103,0.37,11,128,.5 cup,,,1
6219,"PUDDINGS,TAPIOCA,DRY MIX",4,369,0.1,0.1,94.3,0.2,65,4,0.12,0,92,"1 package,  (3.5 oz)",23,"1 portion,  amount to make 1/2 cup",1
6220,"PUDDINGS,TAPIOCA,DRY MIX,PREP W/ WHL MILK",73.97,115,2.84,2.89,19.43,0,,103,0.06,12,128,.5 cup,,,1
6221,"PUDDINGS,VANILLA,RTE",71.66,130,1.45,3.78,22.6,0,16.97,49,0.09,1,28.35,1 oz,110,"1 container,  refrigerated 4 oz",1
6222,"PUDDINGS,VANILLA,DRY MIX,INST",2.6,377,0,0.6,92.9,0,92.9,12,0.01,0,99,"1 package,  (3.5 oz)",25,"1 portion,  amount to make 1/2 cup",1
6223,"PUDDINGS,VANILLA,DRY MIX,INST,PREP W/ WHL MILK",73.5,114,2.7,2.9,19.7,0,18.03,101,0.07,11,142,.5 cup,569,"1 package,  yield (2 cups)",1
6224,"PUDDINGS,LEMON,DRY MIX,INST,PREP W/ 2% MILK",74.16,107,2.76,1.71,20.2,0,,101,0.06,6,8,1 serving,32,1 package,1
6225,"EGG CUSTARDS,DRY MIX,PREP W/ 2% MILK",74.44,112,4.13,2.83,17.61,0,4.63,146,0.33,49,141,.5 cup,,,1
6226,"PUDDINGS,VANILLA,DRY MIX,REG",3.9,379,0.3,0.4,93.5,0.6,79.34,5,0.08,0,88,"1 package,  (3.12 oz)",22,"1 portion,  amount to make 1/2 cup",1
6227,"PUDDINGS,VANILLA,DRY MIX,REG,PREP W/ WHL MILK",74.49,113,2.8,2.9,18.92,0.1,17.09,99,0.04,9,140,.5 cup,559,"1 package,  yield (2 cups)",1
6228,"PUDDINGS,RICE,DRY MIX,PREP W/ 2% MILK",73.43,111,3.29,1.63,20.81,0.1,,105,0.37,6,128,.5 cup,,,1
6229,"PUDDINGS,TAPIOCA,DRY MIX,PREP W/ 2% MILK",75.01,105,2.88,1.67,19.56,0,,105,0.06,6,128,.5 cup,,,1
6230,"PUDDINGS,VANILLA,DRY MIX,REG,PREP W/ 2% MILK",75.86,101,2.94,1.73,18.53,0,,108,0.06,7,128,.5 cup,,,1
6231,"RENNIN,CHOC,DRY MIX,PREP W/ 2% MILK",80.39,85,3.24,2.06,13.47,0.5,,126,0.3,7,,,,,1
6232,"RENNIN,VANILLA,DRY MIX,PREP W/ 2% MILK",82.11,77,3.06,1.77,12.34,0,,121,0.05,7,,,,,1
6233,"CANDIES,PRALINE,PREPARED-FROM-RECIPE",10.36,485,3.3,25.9,59.59,3.5,55.79,43,1.29,0,39,1 piece,907,"1 recipe,  yield",1
6234,"FROZEN NOVELTIES,ICE TYPE,FRUIT,NO SUGAR ADDED",93.2,24,0.5,0.1,6.2,0,,2,0.13,0,51,1 bar,,,1
6235,"PUDDINGS,TAPIOCA,RTE",71.84,130,1.95,3.88,21.69,0,14.91,71,0.11,1,28.35,1 oz,110,"1 container,  refrigerated 4 oz",1
6236,"PUDDINGS,COCNT CRM,DRY MIX,REG,PREP W/ 2% MILK",75.6,104,3.1,2.5,17.8,0.2,,113,0.2,7,140,.5 cup,559,"1 package,  yield (2 cups)",1
6237,"DESSERTS,RENNIN,CHOC,DRY MIX",1,363,2.4,3.3,91.5,5.1,,166,2.55,0,9,1 tbsp,57,"1 package,  (2 oz)",1
6238,"RENNIN,CHOC,DRY MIX,PREP W/ WHL MILK",79.29,96,3.2,3.34,13.34,0.5,,124,0.3,12,,,,,1
6239,"DESSERTS,RENNIN,VANILLA,DRY MIX",0.4,383,0,0,99,0,,117,0.07,0,10.8,1 tbsp,43,"1 package,  (1.5 oz)",1
6240,"RENNIN,VANILLA,DRY MIX,PREP W/ WHL MILK",80.98,89,3.03,3.07,12.21,0,,119,0.05,13,,,,,1
6241,"DESSERTS,RENNIN,TABLETS,UNSWTND",6.5,84,1,0.1,19.8,0,,3733,7.07,0,9.9,"1 package,  (0.35 oz)",,,1
6242,"FROSTINGS,CHOC,CREAMY,RTE",17,397,1.1,17.6,63.2,0.9,57.7,8,1.42,0,41,"2 tbsp, creamy",,,1
6243,"FROSTINGS,COCONUT-NUT,RTE",21,433,1.5,24,52.7,2.5,40,13,0.54,0,38,.083 package,35,2 tbsp,1
6244,"FROSTINGS,CRM CHEESE-FLAVOR,RTE",15.1,415,0.1,17.3,67.32,0,63.54,3,0.16,0,33,"2 tbsp, creamy",24,"2 tbsp, whipped",1
6245,"FROSTINGS,VANILLA,CREAMY,RTE",15.07,418,0,16.23,67.89,0,63.1,3,0.16,0,38,.083 package,33,"2 tbsp, creamy",1
6246,"FLAN,CARAMEL CUSTARD,DRY MIX,PREP W/ 2% MILK",75.71,103,2.99,1.72,18.82,0,,113,0.06,7,,,,,1
6247,"FLAN,CARAMEL CUSTARD,DRY MIX,PREP W/ WHL MILK",74.63,113,2.95,3,18.68,0,,111,0.06,12,,,,,1
6248,"PUDDINGS,VANILLA,RTE,FAT FREE",76.93,89,2.02,0,20.16,0,15.12,40,0.36,0,99,"1 serving, 3.5 oz shelf stable",,,1
6249,"PUDDINGS,TAPIOCA,RTE,FAT FREE",76.25,94,1.44,0.35,21.31,0,14.18,52,0.11,1,112,"1 container,  refrigerated 4 oz",,,1
6250,"PUDDINGS,CHOC,RTE,FAT FREE",76.23,93,1.93,0.3,20.87,0.3,15.75,39,1.69,1,113,"1 serving, 4 oz",,,1
6251,"CANDIES,HERSHEY'S MILK CHOC W/ ALMOND BITES",1.19,568,9.76,35.73,51.72,3.6,44.59,,1.5,19,39,17 pieces,,,1
6252,"CANDIES,REESE'S BITES",1.65,521,11.34,29.85,55.18,3.1,48.03,112,0.85,7,39,16 pieces,,,1
6253,"CANDIES,REESE'S NUTRAGEOUS CANDY BAR",1.5,517,11.28,32.09,52.8,3.9,40.22,68,1.23,3,54,"1 bar, 1.92 oz",34,2 bars,1
6254,"FROSTINGS,CHOC,CREAMY,DRY MIX",0.6,389,1.3,5.2,92,2.4,,11,1.19,0,388,1 package,,,1
6255,"FROSTINGS,CHOC,CREAMY,DRY MIX,PREP W/ BUTTER",13.33,408,1.11,13.06,71.8,1.9,0.01,12,0.93,24,33,2 tablespoon,,,1
6256,"CANDIES,HEATH BITES",0.86,530,3.94,30.38,63.39,2,60.02,86,0.78,19,39,15 pieces,,,1
6257,"FROSTINGS,VANILLA,CREAMY,DRY MIX",0.7,410,0.3,4.9,93.8,0.1,,3,0,0,411,1 package,34,.083 package,1
6258,"FROSTINGS,WHITE,FLUFFY,DRY MIX",1.9,371,2.3,0,94.9,0,,4,0.09,0,207,1 package,17,.083 package,1
6259,"FROSTINGS,WHITE,FLUFFY,DRY MIX,PREP W/H2O",35.2,244,1.5,0,62.6,0,,4,0.06,0,315,"1 package,  yields",26,.083 package,1
6260,"CANDIES,HERSHEY'S,ALMOND JOY BITES",1.26,563,5.58,34.5,57.54,4.3,51.71,109,1.33,11,40,18 pieces,,,1
6261,"CANDIES,HERSHEY,REESESTICKS CRISPY WAFERS,PNUT BUT,MILK CHOC",1.6,521,9.53,31.34,55.38,3.3,40.33,70,1.3,6,42,"1 serving, 1.5 oz",,,1
6262,"CANDIES,HERSHEY,KIT KAT BIG KAT BAR",1.1,520,6.24,27.84,63.64,1.9,53.96,138,0.84,9,55,"1 bar,  1.94 oz",79,"1 bar, king size 2.8 oz",1
6263,"CANDIES,REESE'S,FAST BREAK,MILK CHOC PNT BTR & SFT NUGTS",4.1,474,8.66,23.42,61.6,2.9,53.08,61,0.96,4,56,"2 oz, bar",,,1
6264,"CANDIES,MARS SNACKFOOD US,DOVE MILK CHOC",1.61,546,5.94,31.72,59.78,2.4,55.45,160,1.11,18,37,"1 serving, 1.30 oz bar",40,"1 serving, 5 pieces",1
6265,"CANDIES,MARS SNACKFOOD US,DOVE DK CHOC",1.66,520,5.19,32.45,59.4,7.6,46.27,37,3.18,7,37,"1 serving, 1.3 oz bar",42,"1 serving, 7 pieces",1
6266,"CANDIES,MARS SNACKFOOD US,MILKYWAYCARAML,MILKCHOCOV",6.99,463,4.28,19.17,68.49,0.7,58.65,141,0.34,20,44,"1 serving, 5 pieces",,,1
6267,"CANDIES,MARS SNACKFOOD US,MILKY WAY CARML. DKCHOCCOV",6.99,458,3.82,20.42,67.56,2.8,54.08,83,1.2,17,44,"1 serving, 5 pieces",,,1
6268,"ICE CREAMS,VANILLA,LT,NO SUGAR ADDED",65.52,169,3.97,7.45,21.42,0,6.46,136,0.19,27,68,"1 serving,  1/2 cup",,,1
6269,"FROZEN NOVELTIES,FRUIT & JUC BARS",78.3,87,1.2,0.1,20.2,1,17.48,5,0.19,0,77,"1 bar,  (2.5 fl oz)",92,"1 bar,  (3 fl oz)",1
6270,"ICE CREAMS,CHOC,LT,NO SUGAR ADDED",62.99,173,3.54,5.74,26.79,0.9,5.65,121,0.48,16,72,"1 serving,  1/2 cup",,,1
6271,"CANDIES,DK CHOC COATD COFFEE BNS",1.47,540,7.5,30,59.95,7.5,42.5,100,2.7,13,40,"1 serving, 28 pieces",,,1
6272,"SNACKS,GENERAL MILLS,BETTY CROCKER FRT RL UPS,BRY FLV,W/VT C",10.2,373,0.1,3.5,85.2,,38.7,,,,28,2 rolls,,,1
6273,"ICE CREAMS,CHOC",55.7,216,3.8,11,28.2,1.2,25.36,109,0.93,34,58,"1 individual,  (3.5 fl oz)",66,".5 cup,  (4 fl oz)",1
6274,"ICE CREAMS,STRAWBERRY",60,192,3.2,8.4,27.6,0.9,,120,0.21,29,58,"1 individual,  (3.5 fl oz)",66,".5 cup,  (4 fl oz)",1
6275,"SNACKS,FARLEY CANDY,FARLEY FRUIT SNACKS,W/VITAMINS A,C,&E",14.7,341,4.4,0,80.9,,,,,,26,1 pouch,,,1
6276,"SNACKS,SUNKIST,SUNKIST FRUIT ROLL,STRAWBERRY,W/VITMNS A,C,&E",14.6,342,0.6,1,82.7,7.7,,,,,21,1 roll,,,1
6277,"SNACKS,FRUIT LEATHER,PIECES,W/VIT C",10.2,373,0.1,3.5,85.2,3.5,,18,0.75,0,21,1 serving,14.2,1 packet,1
6278,"CANDIES,MILK CHOC COATD COFFEE BNS",2.42,549,7.41,33.18,55.25,5.7,50.75,169,2.29,20,28.35,1 oz,,,1
6279,"FROZEN NOVELTIES,ICE TYPE,LIME",66.9,128,0.4,0,32.6,0,32.6,2,0.16,0,99,".5 cup,  (4 fl oz)",,,1
6280,"FROZEN NOVELTIES,ICE TYPE,ITALIAN,REST-PREP",86.4,53,0.03,0.02,13.5,0,,1,0.09,0,29,1 fl oz,116,.5 cup,1
6281,"FROZEN NOVELTIES,ICE TYPE,POP",80.49,79,0,0.24,19.23,0,13.66,0,0.54,0,52,"1 serving,  1.75 fl oz pop",,,1
6282,"CANDIES,MARS SNACKFOOD US,M&M'S CRISPY CHOC CANDIES",1.7,475,4.28,19.32,72.4,2,58.94,90,0.86,12,47,"1 serving, 1.6 oz bag",,,1
6283,"FROZEN YOGURTS,VANILLA,SOFT-SERVE",65.3,159,4,5.6,24.2,0,24,143,0.3,2,72,.5 cup,,,1
6284,"FRUIT BUTTERS,APPLE",56.45,173,0.39,0.3,42.47,1.5,35.3,14,0.31,0,17,1 tbsp,17,1 serving,1
6285,"CANDIES,MARS SNACKFOOD US,SNICKERS MUNCH BAR",2.99,536,15.25,36.22,43.64,4.7,30.87,54,1.02,24,40,"1 serving, 1.42 oz bar",,,1
6286,HONEY,17.1,304,0.3,0,82.4,0.2,82.12,6,0.42,0,339,1 cup,21,1 tbsp,1
6287,JAMS AND PRESERVES,30.47,278,0.37,0.07,68.86,1.1,48.5,20,0.49,0,20,1 tbsp,14,"1 packet,  (0.5 oz)",1
6288,JELLIES,29.77,266,0.15,0.02,69.95,1,51.22,7,0.19,0,21,"1 serving, 1 tbsp",14,"1 packet,  (0.5 oz)",1
6289,"CANDIES,FUDGE,CHOC MARSHMLLW,W/ NUTS,PREPARED-BY-RECIPE",7.12,474,3.24,21.11,67.69,2.1,,49,1.11,23,28.35,1 oz,,,1
6290,"CANDIES,MARS SNACKFOOD US,SNICKERS ALMOND BAR",5.45,472,5.4,22.4,64.67,2.6,53.93,132,0.85,13,50,"1 serving, 1.76 oz bar",,,1
6291,"MARMALADE,ORANGE",33.2,246,0.3,0,66.3,0.7,60,38,0.15,0,20,1 tbsp,14,"1 package,  (0.5 oz)",1
6292,MOLASSES,21.87,290,0,0.1,74.73,0,74.72,205,4.72,0,337,1 cup,20,"1 serving, 1 tbsp",1
6293,"CANDIES,MARS SNACKFOOD US,POP SNICKERS BITE SIZE CANDIES",5.78,480,7.15,24.32,61.07,2.3,51.69,96,0.72,13,39,"1 serving, 13 pieces",,,1
6294,"CANDIES,MARS SNACKFOOD US,POP MILKY WAY BITE SIZE",5.78,463,3.3,18,71.85,1,61.08,91,0.5,11,39,"1 serving, 13 pieces",,,1
6295,"CANDIES,MARS SNACK US,POP'ABLES 3 MUSKETEERS BITE SIZE",5.3,443,2.59,15.17,75.94,1.3,67,60,0.58,7,41,"1 serving, 15 pieces",,,1
6296,"CANDIES,MARS SNACK US,STARBURST FRUIT CHEWS,FRT&CREM",8.7,408,0.41,8.36,82.43,0,57.98,0,0.01,0,40,"1 serving, fun size (8 chews)",,,1
6297,"PECTIN,UNSWTND,DRY MIX",8.7,325,0.3,0.3,90.4,8.6,,7,2.71,0,50,"1 package,  (1.75 oz)",,,1
6298,"PIE FILLINGS,APPL,CND",73.4,100,0.1,0.1,26.1,1,13.8,4,0.29,0,74,.125 can,85,1 serving,1
6299,"CANDIES,MARS SNACKFOOD US,STARBURST FRUIT CHEWS,TROP",8.51,409,0.41,8.31,82.76,0,58.18,0,0.01,0,40,"1 serving, fun size (8 chews)",59,"1 serving, 2.07 oz pack",1
6300,"PIE FILLINGS,CND,CHERRY",71.23,115,0.37,0.07,28,0.6,,11,0.24,0,74,.125 can,595,"1 can,  (21 oz)",1
6301,"CANDIES,MARS SNACKFOOD US,STARBURST SOUR FRUIT CHEWS",10.89,400,0.39,7.78,79.73,0,56.1,0,0.01,0,59,"1 serving, 2.07 oz pack",,,1
6302,"PUDDINGS,BANANA,DRY MIX,INST",2.8,367,0,0.6,92.7,0,76.57,6,0.12,0,99,"1 package,  (3.5 oz)",25,"1 portion,  amount to make 1/2 cup",1
6303,"PUDDINGS,BANANA,DRY MIX,INST,PREP W/ WHL MILK",73.62,115,2.62,2.8,19.76,0,17.38,94,0.05,9,127,.5 cup,,,1
6304,"PUDDINGS,BANANA,DRY MIX,REG",4.1,366,0,0.4,93,0.3,74.32,20,0.05,0,88,"1 package,  (3.12 oz)",22,"1 portion,  amount to make 1/2 cup",1
6305,"PUDDINGS,BANANA,DRY MIX,REG,PREP W/ WHL MILK",74.96,111,2.74,2.89,18.44,0,15.98,101,0.04,9,127,.5 cup,,,1
6306,"DESSERTS,PUDD,COCNT CRM,DRY MIX,INST",2.2,415,0.9,10,83.5,4,64,8,0.72,0,99,"1 package,  (3.5 oz)",25,"1 portion,  amount to make 1/2 cup",1
6307,"PUDDINGS,COCNT CRM,DRY MIX,INST,PREP W/ WHL MILK",73.4,117,2.9,3.5,19.1,0.1,,100,0.15,11,147,.5 cup,587,"1 package,  yield (2 cups)",1
6308,"PUDDINGS,COCNT CRM,DRY MIX,REG",3.7,434,1,11.36,81.84,1.6,80.54,8,0.57,0,88,"1 package,  (3.12 oz)",25,"1 portion,  amount to make 1/2 cup",1
6309,"PUDDINGS,COCNT CRM,DRY MIX,REG,PREP W/ WHL MILK",74.6,114,3,3.8,17.7,0.2,,111,0.2,12,140,.5 cup,559,"1 package,  yield (2 cups)",1
6310,"CANDIES,MARS SNACKFOOD US,COCOAVIA CHOC BAR",0.7,539,5.81,29.3,62.99,8.7,39.19,1164,3.47,0,22,"1 serving, 0.78 oz bar",,,1
6311,"CANDIES,MARS SNACK US,COCOAVIA BLUEBERRY & ALMOND CHOC BAR",2.9,525,6.35,28.68,60.37,9.1,38.99,985,3.18,0,22,"1 serving, 0.78 oz bar",,,1
6312,"CANDIES,MARS SNACKFOOD US,COCOAVIA CRISPY CHOC BAR",1.9,517,8.21,26.23,62.06,7.8,34.96,1070,3.45,0,20,"1 serving, 0.7 oz bar",,,1
6313,"PUDDINGS,LEMON,DRY MIX,INST",0.7,378,0,0.7,95.4,0,,2,0.08,0,99,"1 package,  (3.5 oz)",25,"1 portion,  amount to make 1/2 cup",1
6314,"PUDDINGS,LEMON,DRY MIX,INST,PREP W/ WHL MILK",73.2,115,2.7,2.9,20.1,0,,99,0.06,11,147,.5 cup,587,"1 package,  yield (2 cups)",1
6315,"PUDDINGS,LEMON,DRY MIX,REG",5.2,363,0.1,0.5,91.8,0.1,,5,0.17,0,85,"1 package,  (3 oz)",21,"1 portion,  amount to make 1/2 cup",1
6316,"PUDDING,LEMON,DRY MIX,REG,PREP W/ SUGAR,EGG YOLK & H2O",73.62,109,0.65,1.12,24.2,0,13.51,8,0.13,49,127,.5 cup,,,1
6317,"SUGARS,BROWN",1.34,380,0.12,0,98.09,0,97.02,83,0.71,0,3,"1 tsp,  unpacked",220,"1 cup,  packed",1
6318,"SUGARS,GRANULATED",0.02,387,0,0,99.98,0,99.8,1,0.05,0,2.8,"1 serving, packet",4.2,1 tsp,1
6319,"SUGARS,POWDERED",0.23,389,0,0,99.77,0,97.81,1,0.06,0,120,"1 cup, unsifted",100,"1 cup, sifted",1
6320,"SWEETENERS,TABLETOP,ASPRT,EQ,PACKETS",8.75,365,2.17,0,89.08,0,80.7,0,0.04,0,3.5,1 tsp,1,"1 serving,  1 packet",1
6321,"SUGARS,MAPLE",8,354,0.1,0.2,90.9,0,84.87,90,1.61,0,3,1 tsp,28.35,1 oz,1
6322,"SYRUPS,CHOC,HERSHEY'S GENUINE CHOC FLAV LITE SYRUP",62.16,153,1.4,0.97,34.56,0,28.57,11,0,0,35,2 tbsp,,,1
6323,"SYRUPS,CHOC,FUDGE-TYPE",21.8,350,4.6,8.9,62.9,2.8,34.82,49,1.3,1,304,1 cup,38,2 tbsp,1
6324,"SYRUPS,CORN,DK",22.01,286,0,0,77.59,0,77.59,18,0.37,0,328,1 cup,20,1 tbsp,1
